DATE;WAARDE
29-6-2010;0
30-6-2010;0
1-7-2010;0
2-7-2010;0
3-7-2010;0.9
4-7-2010;1.1
5-7-2010;0
6-7-2010;0
7-7-2010;0
8-7-2010;0
9-7-2010;0
10-7-2010;0
11-7-2010;7.2
12-7-2010;0.2
13-7-2010;6.6
14-7-2010;0.7
15-7-2010;16.3
16-7-2010;0
17-7-2010;1.6
18-7-2010;0
19-7-2010;0
20-7-2010;0
21-7-2010;0
22-7-2010;0
23-7-2010;0
24-7-2010;0
25-7-2010;0
26-7-2010;1.7
27-7-2010;0.4
28-7-2010;12.3
29-7-2010;17.2
30-7-2010;0
31-7-2010;0
1-8-2010;0.9
2-8-2010;0.4
3-8-2010;0.5
4-8-2010;0
5-8-2010;2.9
6-8-2010;0
7-8-2010;0.4
8-8-2010;5.2
9-8-2010;0.7
10-8-2010;0
11-8-2010;2.1
12-8-2010;0.3
13-8-2010;1.7
14-8-2010;9.1
15-8-2010;0
16-8-2010;37.2
17-8-2010;7.4
18-8-2010;2.6
19-8-2010;0
20-8-2010;0
21-8-2010;0
22-8-2010;0
23-8-2010;12.3
24-8-2010;3.7
25-8-2010;0
26-8-2010;18.4
27-8-2010;10.4
28-8-2010;6.1
29-8-2010;8.4
30-8-2010;18.9
31-8-2010;0
1-9-2010;0
2-9-2010;0
3-9-2010;0
4-9-2010;0
5-9-2010;0
6-9-2010;0
7-9-2010;17.6
8-9-2010;16.1
9-9-2010;18.2
10-9-2010;0
11-9-2010;1.4
12-9-2010;4.3
13-9-2010;0
14-9-2010;0.4
15-9-2010;18.4
16-9-2010;4.2
17-9-2010;3.8
18-9-2010;0.3
19-9-2010;0
20-9-2010;0
21-9-2010;0.2
22-9-2010;0
23-9-2010;0
24-9-2010;0.9
25-9-2010;2.4
26-9-2010;25.3
27-9-2010;0
28-9-2010;5.6
29-9-2010;0
30-9-2010;2.2
1-10-2010;0.4
2-10-2010;11.3
3-10-2010;1.5
4-10-2010;2.4
5-10-2010;0
6-10-2010;1.2
7-10-2010;0
8-10-2010;0
9-10-2010;0
10-10-2010;0
11-10-2010;0
12-10-2010;0
13-10-2010;0
14-10-2010;0
15-10-2010;0.5
16-10-2010;18.5
17-10-2010;0
18-10-2010;0
19-10-2010;4.8
20-10-2010;12.6
21-10-2010;9.8
22-10-2010;0
23-10-2010;0
24-10-2010;15.4
25-10-2010;3.6
26-10-2010;1.2
27-10-2010;6.1
28-10-2010;2.3
29-10-2010;0
30-10-2010;0.4
31-10-2010;2.7
1-11-2010;0.1
2-11-2010;0
3-11-2010;0.7
4-11-2010;0.9
5-11-2010;0
6-11-2010;14.4
7-11-2010;0.2
8-11-2010;0
9-11-2010;4.3
10-11-2010;8.7
11-11-2010;1.9
12-11-2010;17.2
13-11-2010;27.4
14-11-2010;6.9
15-11-2010;0.7
16-11-2010;0
17-11-2010;0
18-11-2010;0
19-11-2010;0.3
20-11-2010;0.2
21-11-2010;0
22-11-2010;0
23-11-2010;0.7
24-11-2010;8.2
25-11-2010;12.7
26-11-2010;1.1
27-11-2010;1.6
28-11-2010;0
29-11-2010;0
30-11-2010;0.3
1-12-2010;0
2-12-2010;3.4
3-12-2010;0.6
4-12-2010;0
5-12-2010;11.4
6-12-2010;0
7-12-2010;0
8-12-2010;0
9-12-2010;3.9
10-12-2010;3.6
11-12-2010;0.3
12-12-2010;0.6
13-12-2010;0
14-12-2010;0.3
15-12-2010;0.7
16-12-2010;2.3
17-12-2010;19.1
18-12-2010;3.9
19-12-2010;6.7
20-12-2010;1.1
21-12-2010;1.7
22-12-2010;0.3
23-12-2010;0
24-12-2010;0
25-12-2010;0
26-12-2010;2.5
27-12-2010;0.4
28-12-2010;0
29-12-2010;1.7
30-12-2010;0.4
31-12-2010;0.3
1-1-2011;0.6
2-1-2011;1.1
3-1-2011;1.3
4-1-2011;1.5
5-1-2011;0
6-1-2011;3.6
7-1-2011;18.1
8-1-2011;6.3
9-1-2011;3.6
10-1-2011;0
11-1-2011;1.9
12-1-2011;2.1
13-1-2011;32.2
14-1-2011;8.4
15-1-2011;4.8
16-1-2011;0
17-1-2011;0
18-1-2011;7.4
19-1-2011;0.6
20-1-2011;1.4
21-1-2011;0
22-1-2011;0.7
23-1-2011;0.4
24-1-2011;1
25-1-2011;3
26-1-2011;1.4
27-1-2011;0
28-1-2011;0
29-1-2011;0
30-1-2011;0
31-1-2011;0
1-2-2011;0
2-2-2011;1.3
3-2-2011;1.1
4-2-2011;0.4
5-2-2011;0
6-2-2011;0
7-2-2011;0
8-2-2011;0
9-2-2011;0
10-2-2011;0
11-2-2011;6.4
12-2-2011;23.3
13-2-2011;0.2
14-2-2011;1.3
15-2-2011;0.3
16-2-2011;1.5
17-2-2011;0
18-2-2011;0
19-2-2011;0
20-2-2011;4.8
21-2-2011;0
22-2-2011;0
23-2-2011;0
24-2-2011;6.5
25-2-2011;0.3
26-2-2011;0
27-2-2011;8.3
28-2-2011;6.8
1-3-2011;0
2-3-2011;0
3-3-2011;0
4-3-2011;0
5-3-2011;0
6-3-2011;0
7-3-2011;0
8-3-2011;0
9-3-2011;0
10-3-2011;0.2
11-3-2011;0
12-3-2011;0
13-3-2011;0.1
14-3-2011;0
15-3-2011;0
16-3-2011;0
17-3-2011;0
18-3-2011;0
19-3-2011;11.2
20-3-2011;0
21-3-2011;0
22-3-2011;0
23-3-2011;0
24-3-2011;0
25-3-2011;0
26-3-2011;0
27-3-2011;0
28-3-2011;0
29-3-2011;0
30-3-2011;0
31-3-2011;2.6
1-4-2011;2.2
2-4-2011;0
3-4-2011;2.5
4-4-2011;0
5-4-2011;0.2
6-4-2011;0.9
7-4-2011;0
8-4-2011;0
9-4-2011;0
10-4-2011;0
11-4-2011;0
12-4-2011;1.6
13-4-2011;0
14-4-2011;0
15-4-2011;0
16-4-2011;0
17-4-2011;0
18-4-2011;0
19-4-2011;0
20-4-2011;0
21-4-2011;0
22-4-2011;0
23-4-2011;0
24-4-2011;1.3
25-4-2011;0
26-4-2011;0
27-4-2011;0
28-4-2011;0.6
29-4-2011;2.6
30-4-2011;4.9
1-5-2011;0
2-5-2011;0
3-5-2011;0
4-5-2011;0
5-5-2011;0
6-5-2011;0
7-5-2011;0
8-5-2011;0
9-5-2011;0
10-5-2011;3.5
11-5-2011;0
12-5-2011;0
13-5-2011;0
14-5-2011;0
15-5-2011;0.3
16-5-2011;0
17-5-2011;0.4
18-5-2011;0
19-5-2011;0.3
20-5-2011;0
21-5-2011;0
22-5-2011;1.6
23-5-2011;0
24-5-2011;0
25-5-2011;0
26-5-2011;0
27-5-2011;7.2
28-5-2011;0.3
29-5-2011;0.4
30-5-2011;0
31-5-2011;1.1
1-6-2011;0.9
2-6-2011;0
3-6-2011;0
4-6-2011;0
5-6-2011;0.6
6-6-2011;5.2
7-6-2011;3.4
8-6-2011;8.4
9-6-2011;0
10-6-2011;0
11-6-2011;14.3
12-6-2011;1.9
13-6-2011;0.8
14-6-2011;1.2
15-6-2011;0
16-6-2011;11.3
17-6-2011;13.3
18-6-2011;3.4
19-6-2011;5.4
20-6-2011;1.6
21-6-2011;2.7
22-6-2011;0
23-6-2011;0.9
24-6-2011;0
25-6-2011;3.2
26-6-2011;1.7
27-6-2011;0
28-6-2011;1.3
29-6-2011;9.4
30-6-2011;0
1-7-2011;2.1
2-7-2011;0
3-7-2011;0
4-7-2011;0
5-7-2011;0
6-7-2011;0.6
7-7-2011;4.7
8-7-2011;5.2
9-7-2011;2.1
10-7-2011;0.1
11-7-2011;0
12-7-2011;0
13-7-2011;17.3
14-7-2011;8.7
15-7-2011;37.4
16-7-2011;0.6
17-7-2011;15.6
18-7-2011;4.1
19-7-2011;0.9
20-7-2011;0
21-7-2011;1.3
22-7-2011;2.9
23-7-2011;0.4
24-7-2011;3.5
25-7-2011;0
26-7-2011;0.2
27-7-2011;2.3
28-7-2011;0
29-7-2011;0.3
30-7-2011;1.1
31-7-2011;0.2
1-8-2011;0
2-8-2011;0
3-8-2011;1.4
4-8-2011;3.2
5-8-2011;2.7
6-8-2011;0.3
7-8-2011;7.9
8-8-2011;7.5
9-8-2011;2.4
10-8-2011;0.6
11-8-2011;0
12-8-2011;1.2
13-8-2011;0
14-8-2011;16.2
15-8-2011;0
16-8-2011;0
17-8-2011;0
18-8-2011;0
19-8-2011;4.2
20-8-2011;0
21-8-2011;0.7
22-8-2011;0
23-8-2011;5.7
24-8-2011;5.2
25-8-2011;1.8
26-8-2011;15.4
27-8-2011;1.6
28-8-2011;8.4
29-8-2011;0.9
30-8-2011;1.2
31-8-2011;0
1-9-2011;0
2-9-2011;0
3-9-2011;0
4-9-2011;18.6
5-9-2011;2.8
6-9-2011;0.4
7-9-2011;9.8
8-9-2011;9.3
9-9-2011;2.7
10-9-2011;0
11-9-2011;7.1
12-9-2011;0.4
13-9-2011;0.3
14-9-2011;0
15-9-2011;0
16-9-2011;0
17-9-2011;0
18-9-2011;10.1
19-9-2011;14.3
20-9-2011;0
21-9-2011;0
22-9-2011;0
23-9-2011;0
24-9-2011;0
25-9-2011;0
26-9-2011;0
27-9-2011;0
28-9-2011;0
29-9-2011;0
30-9-2011;0
1-10-2011;0
2-10-2011;0
3-10-2011;0
4-10-2011;0
5-10-2011;0.7
6-10-2011;0.5
7-10-2011;12.2
8-10-2011;2.6
9-10-2011;6.3
10-10-2011;2.1
11-10-2011;0
12-10-2011;0.2
13-10-2011;4.1
14-10-2011;0
15-10-2011;0
16-10-2011;0
17-10-2011;0
18-10-2011;5.2
19-10-2011;3.1
20-10-2011;3.9
21-10-2011;0.8
22-10-2011;0
23-10-2011;0
24-10-2011;0
25-10-2011;1.9
26-10-2011;8.7
27-10-2011;0
28-10-2011;0
29-10-2011;0
30-10-2011;0
31-10-2011;0
1-11-2011;0
2-11-2011;1.3
3-11-2011;0
4-11-2011;0.4
5-11-2011;3.6
6-11-2011;0
7-11-2011;0
8-11-2011;0
9-11-2011;1.4
10-11-2011;0
11-11-2011;0
12-11-2011;0
13-11-2011;0
14-11-2011;0.2
15-11-2011;0
16-11-2011;0
17-11-2011;0.5
18-11-2011;0
19-11-2011;0
20-11-2011;0.4
21-11-2011;0.3
22-11-2011;0.3
23-11-2011;0.8
24-11-2011;0
25-11-2011;0
26-11-2011;0.4
27-11-2011;0
28-11-2011;1.2
29-11-2011;0.3
30-11-2011;0
1-12-2011;2.1
2-12-2011;34.2
3-12-2011;4.6
4-12-2011;2.1
5-12-2011;0.9
6-12-2011;0.5
7-12-2011;6.4
8-12-2011;0.6
9-12-2011;7.3
10-12-2011;0.2
11-12-2011;0
12-12-2011;2.1
13-12-2011;6.9
14-12-2011;12.4
15-12-2011;13.6
16-12-2011;21.3
17-12-2011;12.2
18-12-2011;9.2
19-12-2011;4.1
20-12-2011;4.7
21-12-2011;2.1
22-12-2011;1.1
23-12-2011;0
24-12-2011;18.4
25-12-2011;0
26-12-2011;0.3
27-12-2011;0
28-12-2011;0
29-12-2011;0
30-12-2011;4.6
31-12-2011;2.2
1-1-2012;3.2
2-1-2012;9.1
3-1-2012;0.9
4-1-2012;12.4
5-1-2012;5.9
6-1-2012;3.1
7-1-2012;2.4
8-1-2012;0
9-1-2012;1.5
10-1-2012;0.2
11-1-2012;0
12-1-2012;0.8
13-1-2012;3.2
14-1-2012;0
15-1-2012;0
16-1-2012;0
17-1-2012;0
18-1-2012;0
19-1-2012;9.4
20-1-2012;4.7
21-1-2012;1.5
22-1-2012;0.3
23-1-2012;0.2
24-1-2012;0.1
25-1-2012;1.7
26-1-2012;0.9
27-1-2012;3.7
28-1-2012;0.8
29-1-2012;0
30-1-2012;0
31-1-2012;0.3
1-2-2012;0
2-2-2012;0
3-2-2012;0
4-2-2012;3.6
5-2-2012;0
6-2-2012;0
7-2-2012;0
8-2-2012;0
9-2-2012;0
10-2-2012;0
11-2-2012;0
12-2-2012;0
13-2-2012;1.9
14-2-2012;6.2
15-2-2012;3.1
16-2-2012;2.8
17-2-2012;1.7
18-2-2012;0.2
19-2-2012;7.2
20-2-2012;2.1
21-2-2012;0
22-2-2012;0
23-2-2012;0.8
24-2-2012;0
25-2-2012;0
26-2-2012;0
27-2-2012;0
28-2-2012;0.4
29-2-2012;0.2
1-3-2012;0
2-3-2012;0
3-3-2012;0
4-3-2012;0
5-3-2012;8.4
6-3-2012;0.3
7-3-2012;0
8-3-2012;9.4
9-3-2012;0
10-3-2012;0
11-3-2012;0
12-3-2012;0
13-3-2012;0
14-3-2012;0
15-3-2012;0
16-3-2012;0
17-3-2012;0
18-3-2012;1.1
19-3-2012;0
20-3-2012;0
21-3-2012;0
22-3-2012;0
23-3-2012;0
24-3-2012;0
25-3-2012;0
26-3-2012;0
27-3-2012;0
28-3-2012;0
29-3-2012;0
30-3-2012;0
31-3-2012;0
1-4-2012;0
2-4-2012;0
3-4-2012;0
4-4-2012;0
5-4-2012;0.9
6-4-2012;0
7-4-2012;3.6
8-4-2012;0
9-4-2012;3.4
10-4-2012;6.7
11-4-2012;2.2
12-4-2012;4.1
13-4-2012;0
14-4-2012;1.4
15-4-2012;0
16-4-2012;0.2
17-4-2012;0
18-4-2012;3.5
19-4-2012;3.1
20-4-2012;2.2
21-4-2012;8.4
22-4-2012;5.1
23-4-2012;0.2
24-4-2012;0.7
25-4-2012;0
26-4-2012;1.7
27-4-2012;2.8
28-4-2012;12.4
29-4-2012;2.9
30-4-2012;0.4
1-5-2012;11.4
2-5-2012;0.2
3-5-2012;15.1
4-5-2012;0
5-5-2012;0.9
6-5-2012;1.1
7-5-2012;0
8-5-2012;0.6
9-5-2012;19.4
10-5-2012;5.6
11-5-2012;11.4
12-5-2012;0
13-5-2012;0
14-5-2012;0
15-5-2012;1.9
16-5-2012;2.3
17-5-2012;0
18-5-2012;0
19-5-2012;0.3
20-5-2012;1.9
21-5-2012;0
22-5-2012;0
23-5-2012;0
24-5-2012;0
25-5-2012;0
26-5-2012;0
27-5-2012;0
28-5-2012;0
29-5-2012;0
30-5-2012;0
31-5-2012;0
1-6-2012;2.6
2-6-2012;0
3-6-2012;21.6
4-6-2012;8.9
5-6-2012;12.4
6-6-2012;7.6
7-6-2012;1.4
8-6-2012;2.5
9-6-2012;1.4
10-6-2012;0
11-6-2012;1.1
12-6-2012;12.3
13-6-2012;1.3
14-6-2012;0
15-6-2012;7.4
16-6-2012;0.7
17-6-2012;0
18-6-2012;15.1
19-6-2012;0
20-6-2012;0
21-6-2012;0
22-6-2012;8.3
23-6-2012;1.2
24-6-2012;6.7
25-6-2012;4.1
26-6-2012;0
27-6-2012;0
28-6-2012;0
29-6-2012;0.3
30-6-2012;1.4
1-7-2012;1.6
2-7-2012;5.6
3-7-2012;0
4-7-2012;0.6
5-7-2012;10.4
6-7-2012;14.3
7-7-2012;1
8-7-2012;7.4
9-7-2012;1.7
10-7-2012;0
11-7-2012;4.7
12-7-2012;10.4
13-7-2012;5.7
14-7-2012;16.1
15-7-2012;12.8
16-7-2012;5.4
17-7-2012;11.2
18-7-2012;0
19-7-2012;2.4
20-7-2012;1.2
21-7-2012;0.4
22-7-2012;0
23-7-2012;0
24-7-2012;0
25-7-2012;0
26-7-2012;0
27-7-2012;0
28-7-2012;7.1
29-7-2012;0
30-7-2012;1.9
31-7-2012;0
1-8-2012;0.6
2-8-2012;7.1
3-8-2012;1.2
4-8-2012;0.9
5-8-2012;1.8
6-8-2012;13.2
7-8-2012;4.7
8-8-2012;0.2
9-8-2012;0.6
10-8-2012;0
11-8-2012;0
12-8-2012;0
13-8-2012;0
14-8-2012;5.6
15-8-2012;0
16-8-2012;0.2
17-8-2012;0
18-8-2012;0
19-8-2012;0
20-8-2012;0.4
21-8-2012;0
22-8-2012;0
23-8-2012;0
24-8-2012;0.2
25-8-2012;1.4
26-8-2012;13.9
27-8-2012;4.7
28-8-2012;2.3
29-8-2012;0
30-8-2012;3.6
31-8-2012;9.3
1-9-2012;3.5
2-9-2012;0
3-9-2012;0
4-9-2012;0
5-9-2012;0
6-9-2012;0
7-9-2012;0
8-9-2012;0
9-9-2012;0
10-9-2012;0
11-9-2012;0.6
12-9-2012;3.4
13-9-2012;41.2
14-9-2012;0
15-9-2012;0.4
16-9-2012;0
17-9-2012;0
18-9-2012;1.3
19-9-2012;6.1
20-9-2012;3.4
21-9-2012;0
22-9-2012;7.6
23-9-2012;0.8
24-9-2012;19.6
25-9-2012;4.2
26-9-2012;1.9
27-9-2012;0
28-9-2012;1.6
29-9-2012;0.4
30-9-2012;0
1-10-2012;0
2-10-2012;0.9
3-10-2012;6.7
4-10-2012;18.1
5-10-2012;4.6
6-10-2012;9.1
7-10-2012;2.3
8-10-2012;0
9-10-2012;0
10-10-2012;0
11-10-2012;0
12-10-2012;4.6
13-10-2012;4.8
14-10-2012;16.2
15-10-2012;3.9
16-10-2012;3.2
17-10-2012;1.6
18-10-2012;3.1
19-10-2012;11.6
20-10-2012;0.6
21-10-2012;4.9
22-10-2012;0.3
23-10-2012;0
24-10-2012;0
25-10-2012;10.6
26-10-2012;0
27-10-2012;0
28-10-2012;1.5
29-10-2012;1.1
30-10-2012;7.4
31-10-2012;1.9
1-11-2012;0
2-11-2012;6.8
3-11-2012;2.7
4-11-2012;2.1
5-11-2012;13.4
6-11-2012;2.1
7-11-2012;5.4
8-11-2012;0
9-11-2012;1.3
10-11-2012;2.5
11-11-2012;2.9
12-11-2012;0
13-11-2012;1.9
14-11-2012;0
15-11-2012;0
16-11-2012;0
17-11-2012;0
18-11-2012;3.7
19-11-2012;0.1
20-11-2012;0.1
21-11-2012;0
22-11-2012;1.1
23-11-2012;1.4
24-11-2012;2.5
25-11-2012;3.7
26-11-2012;0.7
27-11-2012;0.4
28-11-2012;0.2
29-11-2012;3.8
30-11-2012;0.7
1-12-2012;7.4
2-12-2012;16.2
3-12-2012;5.4
4-12-2012;2.6
5-12-2012;7.4
6-12-2012;6.4
7-12-2012;6.9
8-12-2012;3.2
9-12-2012;3.4
10-12-2012;3.1
11-12-2012;1.7
12-12-2012;0
13-12-2012;0
14-12-2012;0.4
15-12-2012;8.2
16-12-2012;2.9
17-12-2012;1.3
18-12-2012;13.1
19-12-2012;1.2
20-12-2012;0
21-12-2012;9.6
22-12-2012;0.4
23-12-2012;25.1
24-12-2012;3.2
25-12-2012;9.8
26-12-2012;0.9
27-12-2012;3.8
28-12-2012;7.6
29-12-2012;2.8
30-12-2012;3.9
31-12-2012;0.2
1-1-2013;9.1
2-1-2013;0.9
3-1-2013;0.3
4-1-2013;0.7
5-1-2013;1.3
6-1-2013;0.5
7-1-2013;0
8-1-2013;0
9-1-2013;1.1
10-1-2013;2.9
11-1-2013;1.7
12-1-2013;0
13-1-2013;0
14-1-2013;0
15-1-2013;6.8
16-1-2013;0.6
17-1-2013;0
18-1-2013;0
19-1-2013;0
20-1-2013;0
21-1-2013;4.7
22-1-2013;0
23-1-2013;0
24-1-2013;0
25-1-2013;0
26-1-2013;0
27-1-2013;7.4
28-1-2013;5.4
29-1-2013;2.1
30-1-2013;19.4
31-1-2013;1.2
1-2-2013;4.8
2-2-2013;11.8
3-2-2013;1.1
4-2-2013;1.4
5-2-2013;2.6
6-2-2013;8.2
7-2-2013;1.7
8-2-2013;8.2
9-2-2013;1.9
10-2-2013;3.7
11-2-2013;0.4
12-2-2013;0
13-2-2013;0
14-2-2013;0
15-2-2013;3.2
16-2-2013;0.3
17-2-2013;0.2
18-2-2013;0
19-2-2013;0
20-2-2013;0
21-2-2013;0
22-2-2013;0
23-2-2013;0
24-2-2013;0.4
25-2-2013;2.5
26-2-2013;0.8
27-2-2013;0
28-2-2013;0
1-3-2013;0.3
2-3-2013;0
3-3-2013;0
4-3-2013;0
5-3-2013;0
6-3-2013;0
7-3-2013;0
8-3-2013;3.2
9-3-2013;16.2
10-3-2013;1.9
11-3-2013;0.2
12-3-2013;0.3
13-3-2013;0.1
14-3-2013;0.4
15-3-2013;0
16-3-2013;1.7
17-3-2013;0.2
18-3-2013;2.6
19-3-2013;0.3
20-3-2013;1.4
21-3-2013;0.9
22-3-2013;0
23-3-2013;0
24-3-2013;3.2
25-3-2013;0
26-3-2013;0
27-3-2013;0
28-3-2013;0
29-3-2013;0
30-3-2013;0
31-3-2013;0
1-4-2013;0
2-4-2013;0
3-4-2013;0
4-4-2013;0
5-4-2013;0
6-4-2013;0
7-4-2013;0
8-4-2013;0
9-4-2013;0
10-4-2013;1.1
11-4-2013;9.5
12-4-2013;0.4
13-4-2013;5.6
14-4-2013;2.4
15-4-2013;0
16-4-2013;1.2
17-4-2013;0
18-4-2013;0.1
19-4-2013;0
20-4-2013;0
21-4-2013;0
22-4-2013;0
23-4-2013;1.7
24-4-2013;0.2
25-4-2013;0
26-4-2013;1.1
27-4-2013;3.9
28-4-2013;0
29-4-2013;0.3
30-4-2013;1.4
1-5-2013;0
2-5-2013;1.2
3-5-2013;0.6
4-5-2013;0
5-5-2013;0
