# Waarnemingssoort,begindatum,begintijd,tijdstap in minuten
# neerslag_VZM_precipitation_gemiddelde_832_837_wb5_precipitation_mm (mm)
H 2010-01-01 12:00 1440
0.0
1.85
4.0
0.0
5.3
0.0
0.0
0.0
0.0
0.2
0.05
0.0
0.0
0.2
0.0
0.0
12.4
0.1
2.35
0.0
0.0
0.3
0.15
9.0
0.45
0.0
0.0
4.65
5.95
5.75
1.9
2.35
3.65
12.85
1.15
0.1
2.05
0.0
0.75
0.0
2.05
1.65
0.0
0.05
0.0
0.8
0.5
0.0
0.0
0.0
0.55
0.0
2.0
10.85
2.5
6.2
3.95
0.65
8.85
12.45
0.0
0.0
0.0
0.0
6.8
0.0
0.0
1.3
0.0
0.0
0.0
0.0
0.0
0.35
3.9
0.0
0.0
0.0
6.9
7.8
0.05
0.05
0.0
0.0
1.1
0.05
2.05
5.95
3.5
3.6
9.2
3.4
1.8
6.5
0.0
0.0
0.0
2.35
0.0
0.0
0.0
0.0
0.0
0.0
0.05
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.2
2.7
14.6
5.05
5.1
0.0
0.0
0.0
1.7
0.0
0.0
0.0
10.55
0.65
0.0
0.0
0.0
1.3
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.3
0.05
0.0
4.05
2.85
0.05
0.05
0.0
0.0
0.0
0.0
2.55
0.0
5.25
5.2
3.75
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.05
1.55
0.45
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.45
0.0
0.0
0.15
2.35
0.0
0.0
0.0
0.0
0.0
0.0
17.5
0.0
6.8
0.0
14.45
0.0
0.5
1.15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.35
0.5
8.75
17.4
0.95
0.05
0.1
0.0
1.0
0.0
7.05
0.0
0.0
5.35
0.05
0.0
2.75
1.0
0.75
3.3
0.0
41.45
7.85
2.65
0.65
0.0
0.0
0.0
10.75
1.2
0.0
15.75
14.05
1.9
17.75
13.85
1.05
0.2
0.0
0.0
0.0
0.0
0.0
12.8
16.3
10.8
0.05
1.45
6.05
0.4
0.0
15.75
3.75
6.25
0.75
0.0
0.0
0.0
0.0
0.0
6.25
2.65
17.6
0.0
5.45
0.0
1.9
0.55
12.9
3.25
0.0
0.0
0.95
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.1
10.2
0.0
0.0
8.35
18.35
9.8
0.0
0.1
12.9
1.85
0.0
5.9
4.45
0.0
0.05
2.05
0.1
0.0
1.05
1.65
0.35
16.95
0.15
1.2
1.65
12.15
1.8
16.35
38.6
9.15
4.35
0.0
0.0
0.0
0.4
0.3
0.0
0.0
0.2
8.3
8.4
2.6
0.8
0.0
0.0
2.05
0.0
1.2
0.85
0.0
12.85
1.05
0.0
0.0
3.3
0.5
0.1
0.35
0.2
0.3
0.2
2.05
16.3
1.1
5.5
1.95
0.2
0.5
0.0
0.2
0.0
1.15
0.0
0.0
1.25
0.0
0.05
0.85
0.3
1.35
0.4
0.0
2.9
12.2
8.0
2.5
0.0
1.0
1.8
38.5
7.4
3.85
0.0
0.0
10.05
3.45
1.6
0.0
0.0
1.15
1.1
2.0
1.45
0.0
0.0
0.0
0.0
0.0
0.0
0.7
0.85
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.9
19.45
0.0
0.9
1.95
2.2
0.0
0.0
0.0
2.35
0.0
0.0
0.0
7.6
0.0
0.0
7.45
2.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.1
12.45
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.35
2.4
0.0
1.7
0.0
0.0
0.8
0.0
0.0
0.0
0.0
0.0
2.1
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.7
1.05
4.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.95
3.9
0.0
0.0
0.0
0.0
2.2
0.05
1.15
0.0
0.3
0.15
0.0
6.4
0.0
0.0
0.0
0.0
6.7
0.0
0.5
0.0
1.25
1.5
0.0
0.0
0.0
5.05
1.8
1.05
7.9
0.0
0.0
7.8
0.6
0.75
0.65
0.0
11.75
6.25
3.85
13.3
2.1
2.7
0.0
2.35
