# Waarnemingssoort,begindatum,begintijd,tijdstap in minuten
# neerslag_VZM_precipitation_gemiddelde_757_742wb2_precipitation_mm (mm)
H 2010-01-01 12:00 1440
0.45
1.45
3.85
0.0
6.55
0.0
0.0
0.0
0.0
0.8
0.2
0.05
0.0
0.45
0.0
0.1
10.9
0.2
1.85
0.1
0.1
0.3
0.8
9.35
1.0
0.0
0.0
4.9
7.45
4.55
1.1
1.85
5.5
11.9
0.95
0.1
2.0
0.15
1.0
0.0
3.6
1.4
0.1
0.2
0.4
1.0
0.25
0.0
0.35
0.65
1.4
0.15
3.25
10.1
2.5
6.95
4.1
0.65
8.3
11.15
0.1
0.0
0.0
0.3
5.0
0.0
0.0
1.1
0.0
0.0
0.0
0.0
0.0
0.1
4.05
0.0
0.0
0.15
6.8
8.55
0.8
0.1
0.0
0.0
0.9
0.45
1.45
5.65
3.05
3.3
8.3
0.2
2.1
13.1
0.4
0.0
0.0
2.8
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10.6
2.25
12.2
9.2
4.5
0.0
0.0
0.0
0.65
0.1
0.0
0.0
6.45
0.35
0.0
0.0
0.0
1.5
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.9
0.05
0.0
8.1
1.5
0.05
0.05
0.0
0.0
0.0
0.0
2.85
0.0
7.25
6.2
7.65
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.2
4.25
0.85
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.45
1.9
0.0
0.3
0.0
0.0
0.0
0.0
10.45
0.1
7.05
0.35
16.45
0.0
1.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.85
0.55
8.3
23.3
0.25
0.0
0.45
0.7
0.45
0.0
2.8
0.0
0.2
6.6
0.45
0.0
2.55
0.55
1.1
5.8
0.0
38.05
7.45
2.8
0.0
0.0
0.0
0.0
12.4
2.65
0.0
17.7
12.45
4.7
10.15
22.25
0.35
0.0
0.0
0.0
0.0
0.0
0.0
16.3
16.4
13.55
0.15
1.85
5.2
0.7
0.25
17.8
3.1
5.15
0.65
0.0
0.0
0.1
0.0
0.0
3.95
1.6
23.4
0.0
6.4
0.1
2.4
0.4
12.65
1.9
1.2
0.0
0.95
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25
15.75
0.0
0.0
4.85
16.25
9.85
0.0
0.0
11.75
2.95
0.6
6.65
3.55
0.0
0.2
2.55
0.25
0.1
1.05
1.15
0.4
15.6
0.15
0.5
3.25
9.6
1.55
15.3
30.4
7.35
2.1
0.0
0.1
0.0
0.4
0.4
0.0
0.0
0.5
7.6
11.2
1.15
1.15
0.0
0.0
1.25
0.0
3.1
0.95
0.0
10.8
0.35
0.1
0.0
3.1
2.65
0.4
0.45
0.1
0.4
0.45
2.2
17.5
2.4
6.8
2.1
1.15
0.7
0.0
0.1
0.0
2.25
0.2
0.0
1.65
0.3
0.15
0.7
0.9
1.0
1.85
0.0
3.05
15.25
6.8
2.45
0.0
1.55
1.95
32.75
8.0
4.1
0.1
0.0
9.35
1.65
1.35
0.0
0.55
0.55
1.35
2.5
1.5
0.05
0.0
0.0
0.0
0.0
0.0
1.0
0.75
0.2
0.05
0.0
0.0
0.0
0.0
0.0
6.2
21.65
0.25
1.7
0.7
2.25
0.0
0.0
0.0
3.9
0.1
0.0
0.0
6.45
0.2
0.05
6.95
4.4
0.15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.1
0.1
0.0
0.05
0.0
0.0
0.0
0.0
0.0
11.7
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.3
2.25
0.0
2.65
0.0
0.2
1.0
0.0
0.0
0.0
0.0
0.0
2.1
0.1
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.35
0.65
0.0
0.0
0.0
0.6
2.1
6.7
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.15
3.75
0.0
0.0
0.0
0.0
2.55
0.0
0.55
0.0
0.45
0.15
0.0
3.2
0.0
0.0
0.0
0.0
8.1
0.15
0.75
0.0
1.3
2.1
0.0
0.0
0.0
3.2
3.2
1.85
8.45
0.0
0.0
12.35
1.05
0.45
1.2
0.0
13.25
9.25
2.75
7.95
1.3
3.0
0.0
1.2
0.55
3.45
1.5
0.0
0.7
11.9
0.0
4.6
0.0
0.0
0.0
0.0
0.3
2.85
3.75
2.45
0.05
0.0
0.0
24.2
9.45
41.95
0.3
15.3
5.8
1.5
0.25
0.65
2.45
1.75
3.8
0.0
0.65
2.25
0.3
0.15
0.8
0.1
0.0
0.0
1.05
2.4
2.95
0.15
6.45
7.25
3.5
0.4
0.0
1.2
0.25
17.15
0.0
0.05
0.0
0.0
8.6
0.0
0.35
0.0
5.55
8.4
3.6
10.6
1.3
5.2
1.75
0.8
0.3
0.0
0.0
0.0
16.35
3.35
0.4
12.05
7.55
2.95
0.0
23.6
0.2
0.15
0.0
0.0
0.0
0.0
7.45
15.95
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.55
1.4
13.85
3.8
7.2
3.2
0.0
0.45
4.8
0.0
0.0
0.0
0.0
4.9
2.55
5.65
0.4
0.0
0.0
0.0
1.7
6.35
0.0
0.0
0.0
0.5
0.0
0.0
1.75
0.0
0.4
2.3
0.0
0.0
0.0
0.7
0.0
0.0
0.0
0.0
0.1
0.0
0.0
0.25
0.0
0.1
0.2
0.25
0.2
0.5
0.0
0.0
0.25
0.0
1.3
0.15
0.1
1.45
31.0
4.95
1.65
0.8
0.65
6.45
1.35
6.25
0.35
0.0
1.8
5.65
11.5
12.15
20.9
10.0
9.4
4.85
5.6
3.0
1.65
0.0
15.95
0.1
0.15
0.0
0.0
0.0
5.0
3.55
3.35
14.25
1.7
11.3
5.25
3.4
2.55
0.1
1.35
0.3
0.1
0.6
2.75
0.4
0.0
0.0
0.0
0.0
10.4
4.45
1.65
0.45
0.6
1.0
1.5
1.45
3.65
0.5
0.0
0.0
0.45
0.0
0.0
0.0
3.85
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.75
5.25
2.95
4.35
1.65
0.25
6.6
2.95
0.0
0.0
0.7
0.0
0.0
0.0
0.0
0.35
0.2
0.05
0.1
0.0
0.0
9.05
0.3
0.0
10.45
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.15
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.25
0.75
0.0
3.35
0.0
3.6
8.1
2.1
5.4
0.05
0.7
0.0
0.25
0.0
3.05
2.5
2.2
10.25
7.1
0.45
1.05
1.05
1.65
8.45
10.35
3.0
0.2
8.2
0.1
16.3
0.15
0.85
1.0
0.0
0.95
21.7
4.75
9.95
0.0
0.0
0.0
1.8
3.05
0.05
0.0
0.15
5.95
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.85
0.0
18.3
10.0
13.2
9.55
0.95
2.6
1.25
0.0
0.9
13.8
0.9
0.0
7.05
1.3
0.0
14.4
0.0
0.0
0.0
6.75
1.0
5.05
5.25
0.0
0.0
0.0
0.6
1.0
5.2
3.15
0.0
0.3
7.05
26.65
0.6
6.1
2.75
0.15
2.35
9.45
6.8
11.2
10.9
3.1
12.95
0.0
4.1
1.5
0.25
0.0
0.0
0.0
0.0
0.0
0.0
13.4
0.0
3.1
0.3
0.5
10.05
1.3
1.1
1.25
8.0
4.55
0.15
1.05
0.0
