Volkerak_spuisluizen_gat2_gat3
* Q in miljoen m3 per dag
* period 2010 t/m 2018
*DATUM WAARDE
20140307 2.9127
20140308 3.147
20140309 1.1953
20140310 2.6383
20140311 3.2225
20140312 2.584
20140313 3.0675
20140314 2.7813
20140315 3.5019
20140316 2.791
20140317 1.5352
20140318 6.0055
20140319 3.1353
20140320 4.125
20140321 3.335
20140322 3.891
20140323 3.9574
20140324 4.1
20140325 3.0281
20140326 2.5581
20140327 3.7016
20140328 3.869
20140329 3.1545
20140330 2.2951
20140331 3.5979
20140401 13.6789
20140402 2.636
20140403 3.5574
20140404 3.9693
20140405 3.5434
20140406 3.5775
20140407 4.8411
20140408 3.3616
20140409 4.0227
20140410 0.8918
20140411 3.4956
20140412 2.238
20140413 4.6112
20140414 3.3054
20140415 3.6289
20140416 2.9177
20140417 2.7251
20140418 3.991
20140419 4.418
20140420 3.8839
20140421 2.3628
20140422 2.3184
20140423 2.4157
20140424 1.9803
20140425 1.6906
20140426 2.5146
20140427 2.7638
20140428 2.4245
20140429 1.4704
20140430 2.8734
20140501 3.2566
20140502 5.0793
20140503 3.7557
20140504 3.6308
20140505 4.7499
20140506 4.3637
20140507 3.3105
20140508 1.7589
20140509 2.454
20140510 4.0719
20140511 2.8895
20140512 3.9265
20140513 4.2707
20140514 3.9156
20140515 3.4251
20140516 3.1844
20140517 3.7397
20140518 3.7858
20140519 3.8669
20140520 5.1365
20140521 4.056
20140522 4.9829
20140523 4.282
20140524 3.9712
20140525 3.4572
20140526 3.2937
20140527 2.166
20140528 1.6724
20140529 1.2708
20140530 5.7237
20140531 4.2605
20140601 4.9272
20140602 4.893
20140603 4.4668
20140604 4.1123
20140605 4.2287
20140606 5.131
20140607 3.6547
20140608 3.7509
20140609 3.5226
20140610 3.397
20140611 2.3049
20140612 2.8577
20140613 3.5936
20140614 4.1284
20140615 4.0234
20140616 3.2301
20140617 2.9898
20140618 2.9897
20140619 4.0998
20140620 5.9615
20140621 3.3427
20140622 3.107
20140623 4.198
20140624 2.4186
20140625 3.4522
20140626 1.8449
20140627 3.0679
20140628 1.6545
20140629 2.1969
20140630 1.9984
20140701 2.62
20140702 3.2115
20140703 2.4209
20140704 2.4107
20140705 1.5888
20140706 0.1029
20140707 0.1764
20140708 0.192
20140709 1.7147
20140710 0.4941
20140711 2.0676
20140712 1.6166
20140713 2.7717
20140714 1.6307
20140715 1.3635
20140716 0.9686
20140717 1.4792
20140718 1.797
20140719 2.0246
20140720 1.8059
20140721 2.5541
20140722 2.2045
20140723 3.6373
20140724 3.005
20140725 4.1727
20140726 3.1503
20140727 4.7863
20140728 4.0108
20140729 4.7761
20140730 4.7121
20140731 3.9709
20140801 2.2351
20140802 3.4413
20140803 2.4444
20140804 2.1771
20140805 3.5346
20140806 4.4052
20140807 4.2495
20140808 3.2091
20140809 3.6444
20140810 3.582
20140811 2.9466
20140812 3.9741
20140813 4.0254
20140814 3.6705
20140815 3.1464
20140816 3.7512
20140817 2.857
20140818 3.3284
20140819 3.4818
20140820 3.4194
20140821 3.1125
20140822 2.3933
20140823 3.1598
20140824 1.9767
20140825 2.6809
20140826 2.9577
20140827 1.1768
20140828 3.6153
20140829 3.2261
20140830 3.2525
20140831 4.6257
20140901 5.9608
20140902 3.2786
20140903 2.5183
20140904 2.387
20140905 2.7088
20140906 3.8612
20140907 3.0751
20140908 3.1202
20140909 1.7947
20140910 3.5093
20140911 2.1607
20140912 2.1272
20140913 2.3569
20140914 2.3042
20140915 1.5779
20140916 0.9092
20140917 1.4981
20140918 1.822
20140919 2.06
20140920 1.5033
20140921 0.631
20140922 0.9946
20140923 2.2123
20140924 1.9014
20140925 1.9801
20140926 2.3947
20140927 1.8698
20140928 2.0524
20140929 2.1516
20140930 1.3393
20141001 0.1256
20141002 0.0279
20141003 0.0506
20141004 0.1367
20141005 0.0547
20141006 0.0705
20141007 0.1349
20141008 0.0959
20141009 0.1202
20141010 0.1697
20141011 0.0377
20141012 0.6884
20141013 0.0327
20141014 0.0891
20141015 0.1603
20141016 0.1207
20141017 0.0924
20141018 0.1031
20141019 0.1876
20141020 0.2306
20141021 0.2014
20141022 0.0526
20141023 0.1461
20141024 0.1706
20141025 0.1972
20141026 0.1499
20141027 0.1225
20141028 0.0982
20141029 0.0823
20141030 0.0068
20141031 0.0398
20141101 0.1077
20141102 0.1583
20141103 0.1755
20141104 0.0627
20141105 0.4301
20141106 0.6046
20141107 0.0737
20141108 0.1456
20141109 0.032
20141110 0.1119
20141111 1.3103
20141112 1.5037
20141113 1.5409
20141114 0.102
20141115 1.3802
20141116 0.6861
20141117 0.6377
20141118 0.913
20141119 1.1255
20141120 1.4221
20141121 1.7394
20141122 1.9082
20141123 1.7099
20141124 0.9429
20141125 1.2992
20141126 1.7723
20141127 1.8141
20141128 1.8086
20141129 1.9532
20141130 1.921
20141201 1.4297
20141202 1.3627
20141203 1.1899
20141204 1.7182
20141205 1.5847
20141206 1.0721
20141207 1.5878
20141208 0.112
20141209 0.0724
20141210 0.2387
20141211 0.202
20141212 0.1782
20141213 0.2349
20141214 0.2136
20141215 0.2389
20141216 0.1833
20141217 0.1882
20141218 0.3625
20141219 0.2977
20141220 0.3257
20141221 0.218
20141222 0.4284
20141223 0.3855
20141224 0.1574
20141225 0.0751
20141226 0.0387
20141227 1.3042
20141228 1.5224
20141229 1.487
20141230 0.0571
20141231 0.1412
20150101 0.1737
20150102 0.1454
20150103 0.0767
20150104 0.0654
20150105 0.5137
20150106 0.252
20150107 0.2199
20150108 0.1594
20150109 0.2751
20150110 0.3936
20150111 0.3786
20150112 0.1718
20150113 0.1458
20150114 0.2458
20150115 0.1854
20150116 0.1574
20150117 0.159
20150118 0.1665
20150119 1.4784
20150120 0.0367
20150121 1.9398
20150122 1.9473
20150123 1.8984
20150124 0.0444
20150125 0.1811
20150126 0.0991
20150127 0.1063
20150128 0.2086
20150129 0.2041
20150130 0.1852
20150131 0.2466
20150201 0.3124
20150202 0.1175
20150203 0.0424
20150204 0.0092
20150205 1.8737
20150206 0.0058
20150207 1.9444
20150208 1.1092
20150209 0.0607
20150210 1.6034
20150211 1.9186
20150212 1.8007
20150213 0.0385
20150214 1.6525
20150215 0.9885
20150216 2.7283
20150217 3.6883
20150218 3.992
20150219 3.6548
20150220 1.3311
20150221 0.6068
20150222 3.7118
20150223 2.151
20150224 1.2944
20150225 0.1262
20150226 0.1597
20150227 0.0125
20150228 0.1322
20150301 0.2257
20150302 0.414
20150303 0.2006
20150304 0.1668
20150305 0.1171
20150306 2.162
20150307 0.8758
20150308 4.1182
20150309 2.9462
20150310 0.4041
20150311 3.3117
20150312 3.6204
20150313 3.7327
20150314 4.4539
20150315 3.5474
20150316 4.2927
20150317 3.9288
20150318 3.8445
20150319 3.3828
20150320 3.837
20150321 4.937
20150322 3.43
20150323 2.6759
20150324 3.2445
20150325 2.4292
20150326 2.0418
20150327 3.5744
20150328 1.8427
20150329 2.3895
20150330 1.5684
20150331 0.9991
20150401 1.2365
20150402 0.7016
20150403 1.4879
20150404 1.2261
20150405 1.8252
20150406 1.9325
20150407 0.0646
20150408 1.9514
20150409 0.2424
20150410 2.0108
20150411 1.9149
20150412 1.9091
20150413 2.207
20150414 1.9009
20150415 1.7654
20150416 1.8593
20150417 1.9369
20150418 1.839
20150419 1.1992
20150420 0.2241
20150421 2.2036
20150422 2.2246
20150423 2.1066
20150424 2.2409
20150425 1.8919
20150426 2.0773
20150427 1.9371
20150428 1.9949
20150429 1.7478
20150430 1.7949
20150501 2.0148
20150502 1.9845
20150503 1.9166
20150504 1.6829
20150505 0.5472
20150506 1.1638
20150507 2.4456
20150508 1.9378
20150509 0.2335
20150510 0.143
20150511 0.5429
20150512 1.2689
20150513 1.9484
20150514 1.9433
20150515 1.8404
20150516 1.2437
20150517 2.0599
20150518 1.806
20150519 1.1449
20150520 1.321
20150521 2.376
20150522 2.3264
20150523 2.0503
20150524 2.3282
20150525 2.2619
20150526 2.3108
20150527 3.0598
20150528 1.9234
20150529 1.7091
20150530 1.9549
20150531 2.1976
20150601 1.9907
20150602 1.8253
20150603 1.0524
20150604 1.5931
20150605 1.0468
20150606 2.0544
20150607 1.1911
20150608 3.5259
20150609 4.3322
20150610 4.1678
20150611 2.9858
20150612 3.9999
20150613 3.2868
20150614 3.8549
20150615 3.8801
20150616 3.9744
20150617 3.8723
20150618 3.4409
20150619 2.8445
20150620 3.9655
20150621 3.6514
20150622 3.4565
20150623 3.4421
20150624 3.1996
20150625 3.4387
20150626 3.1365
20150627 2.7459
20150628 3.5996
20150629 3.9712
20150630 4.1904
20150701 5.1785
20150702 3.6712
20150703 5.1452
20150704 4.0038
20150705 1.1024
20150706 2.1754
20150707 3.7212
20150708 3.2095
20150709 3.4654
20150710 3.9697
20150711 3.768
20150712 3.1862
20150713 3.4083
20150714 3.1692
20150715 2.8627
20150716 2.6122
20150717 1.8814
20150718 2.3756
20150719 2.0719
20150720 2.7318
20150721 1.3268
20150722 1.8013
20150723 1.9782
20150724 2.1491
20150725 1.6684
20150726 2.0441
20150727 0.5187
20150728 0.2187
20150729 0.197
20150730 0.1958
20150731 0.0307
20150801 0.2574
20150802 0.3192
20150803 0.2583
20150804 0.2229
20150805 0.31
20150806 0.26
20150807 0.1346
20150808 0.1515
20150809 0.3322
20150810 0.1658
20150811 0.0745
20150812 0.1363
20150813 0.1447
20150814 0.24
20150815 0.1001
20150816 0.0042
20150817 0.0928
20150818 0.1908
20150819 0.3902
20150820 0.2333
20150821 0.3679
20150822 0.2131
20150823 0.2955
20150824 0.267
20150825 0.2191
20150826 0.1635
20150827 0.1596
20150828 0.1794
20150829 0.348
20150830 0.2591
20150831 0.2785
20150901 0.0764
20150902 0.1592
20150903 0.1438
20150904 0.2582
20150905 0.2191
20150906 0.162
20150907 0.259
20150908 0.3075
20150909 0.4036
20150910 0.1143
20150911 0.0294
20150912 0.0647
20150913 0.2291
20150914 0.1511
20150915 0.1659
20150916 0.0913
20150917 0.186
20150918 0.1638
20150919 0.0552
20150920 0.1259
20150921 0.1412
20150922 0.1577
20150923 0.1447
20150924 0.1506
20150925 0.1337
20150926 0.0828
20150927 0.0655
20150928 0.0033
20150929 1.8874
20150930 1.7819
20151001 1.813
20151002 1.9155
20151003 0.0396
20151004 0.118
20151005 0.1124
20151006 1.9434
20151007 0.2019
20151008 0.1934
20151009 1.7199
20151010 1.8286
20151011 1.9317
20151012 1.9503
20151013 1.9383
20151014 1.9156
20151015 1.8752
20151016 1.5435
20151017 1.4258
20151018 1.5306
20151019 1.6149
20151020 1.796
20151021 0.1232
20151022 0.0996
20151023 0.0534
20151024 0.1097
20151025 1.3415
20151026 1.7677
20151027 1.8413
20151028 1.7704
20151029 0.1417
20151030 1.9531
20151031 1.8622
20151101 1.9188
20151102 1.8397
20151103 1.9027
20151104 0.0006
20151105 0.1251
20151106 0.219
20151107 0.2738
20151108 0.1022
20151109 0.2216
20151110 0.3051
20151111 0.4431
20151112 0.4622
20151113 0.6146
20151114 0.6308
20151115 0.7443
20151116 0.5021
20151117 0.638
20151118 0.6571
20151119 0.6834
20151120 0.8361
20151121 0.0578
20151122 0.3803
20151123 0.0782
20151124 0.5054
20151125 0.4239
20151126 0.0337
20151127 0.6138
20151128 0.502
20151129 0.6335
20151130 0.6442
20151201 0.3568
20151202 0.4571
20151203 0.4524
20151204 0.4588
20151205 0.4379
20151206 0.4368
20151207 0.4144
20151208 1.7646
20151209 0.8167
20151210 0.7487
20151211 0.5193
20151212 0.4951
20151213 0.4094
20151214 0.0226
20151215 0.0177
20151216 0.1978
20151217 0.2547
20151218 0.243
20151219 0.2509
20151220 0.2021
20151221 0.1955
20151222 0.3777
20151223 0.5126
20151224 0.3907
20151225 0.5962
20151226 0.4864
20151227 0.4298
20151228 0.4295
20151229 0.527
20151230 0.845
20151231 0.6234
20160101 0.1595
20160102 1.9026
20160103 0.1794
20160104 0.0999
20160105 0.1382
20160106 1.6009
20160107 0.0541
20160108 0.405
20160109 0.1364
20160110 0.2347
20160111 0.1802
20160112 0.2944
20160113 0.3652
20160114 0.4669
20160115 0.1957
20160116 0.1914
20160117 0.0737
20160118 1.7858
20160119 0.1511
20160120 2.2284
20160121 1.1985
20160122 0.2291
20160123 2.1534
20160124 3.1061
20160125 1.0735
20160126 2.3601
20160127 0.4161
20160128 0.6053
20160129 0.9839
20160130 0.2759
20160131 0.3165
20160201 0.4728
20160202 0.5777
20160203 0.3725
20160204 0.2549
20160205 0.6579
20160206 0.6068
20160207 0.5584
20160208 0.4397
20160209 0.222
20160210 0.2445
20160211 0.1663
20160212 1.201
20160213 1.3109
20160214 0.7454
20160215 0.7578
20160216 1.447
20160217 1.4823
20160218 0.1525
20160219 0.1584
20160220 0.3981
20160221 0.4963
20160222 0.3177
20160223 0.2094
20160224 0.0339
20160225 0.1979
20160226 0.2098
20160227 0.2089
20160228 0.1178
20160229 1.6337
20160301 0.1046
20160302 0.4552
20160303 0.2285
20160304 1.8
20160305 0.1265
20160306 0.1537
20160307 0.1836
20160308 0.15
20160309 0.0241
20160310 1.7929
20160311 1.9278
20160312 1.7887
20160313 1.5458
20160314 1.8128
20160315 1.9381
20160316 1.9022
20160317 1.9345
20160318 1.4131
20160319 1.8834
20160320 0.0137
20160321 0.1349
20160322 0.1116
20160323 0.9406
20160324 3.639
20160325 1.8276
20160326 0.1735
20160327 0.2555
20160328 0.3679
20160329 0.2847
20160330 0.134
20160331 0.0516
20160401 0.0096
20160402 0.041
20160403 0.1262
20160404 0.1474
20160405 0.1223
20160406 1.3006
20160407 1.529
20160408 0.9072
20160409 0.7381
20160410 0.6861
20160411 0.0203
20160412 0.2163
20160413 0.4207
20160414 1.575
20160415 1.4279
20160416 0.905
20160417 0.7005
20160418 1.0691
20160419 0.6432
20160420 1.3553
20160421 1.946
20160422 1.9062
20160423 1.8683
20160424 1.1728
20160425 1.1625
20160426 0.3715
20160427 0.4731
20160428 0.89
20160429 1.3026
20160430 0.7564
20160501 2.2771
20160502 2.0734
20160503 0.1211
20160504 1.7734
20160505 1.9463
20160506 1.7217
20160507 0.11
20160508 0.2482
20160509 1.8307
20160510 1.7222
20160511 1.5563
20160512 1.3365
20160513 0.9539
20160514 0.7889
20160515 0.7222
20160516 1.0819
20160517 1.4121
20160518 1.5864
20160519 1.5153
20160520 1.8951
20160521 1.9149
20160522 1.7609
20160523 0.9311
20160524 0.9136
20160525 0.1882
20160526 1.2582
20160527 1.3942
20160528 2.0483
20160529 1.8762
20160530 1.4939
20160531 1.822
20160601 0.9961
20160602 1.0567
20160603 1.3156
20160604 0.1485
20160605 0.8188
20160606 1.1872
20160607 1.4215
20160608 1.3211
20160609 1.3245
20160610 1.4885
20160611 1.4633
20160612 1.5496
20160613 0.2116
20160614 0.1201
20160615 0.1456
20160616 0.0167
20160617 0.0807
20160618 0.0845
20160619 0.1341
20160620 0.1563
20160621 0.1974
20160622 0.2588
20160623 0.1997
20160624 0.3155
20160625 0.2116
20160626 0.1913
20160627 0.1272
20160628 0.1032
20160629 0.1008
20160630 0.1262
20160701 0.128
20160702 0.1638
20160703 0.1882
20160704 0.0961
20160705 0.2431
20160706 1.6638
20160707 0.2188
20160708 0.2013
20160709 0.2583
20160710 0.3196
20160711 0.4782
20160712 1.0107
20160713 0.4434
20160714 1.6359
20160715 0.4294
20160716 0.9589
20160717 0.322
20160718 0.5384
20160719 1.2146
20160720 0.9354
20160721 0.3681
20160722 0.7102
20160723 2.1517
20160724 1.4149
20160725 2.0386
20160726 2.1329
20160727 0.9479
20160728 1.9662
20160729 0.7512
20160730 0.7945
20160731 1.911
20160801 1.9281
20160802 1.8083
20160803 0.7578
20160804 1.2069
20160805 1.369
20160806 1.9356
20160807 1.4597
20160808 1.2803
20160809 1.8717
20160810 1.6165
20160811 1.4065
20160812 1.3756
20160813 1.9929
20160814 1.9338
20160815 1.9631
20160816 1.805
20160817 1.9163
20160818 2.0005
20160819 2.1902
20160820 0.5848
20160821 1.9152
20160822 1.0368
20160823 2.17
20160824 1.8723
20160825 1.9329
20160826 2.121
20160827 2.0934
20160828 1.8661
20160829 1.8413
20160830 2.0299
20160831 1.8976
20160901 1.7735
20160902 1.7492
20160903 1.8492
20160904 2.3831
20160905 3.6414
20160906 5.5015
20160907 4.4332
20160908 1.9052
20160909 1.6199
20160910 0.19
20160911 0.086
20160912 1.4555
20160913 0.0048
20160914 0.0227
20160915 1.5935
20160916 0.0216
20160917 0.0104
20160918 1.0903
20160919 1.2545
20160920 1.4382
20160921 1.704
20160922 1.818
20160923 0.069
20160924 0.0255
20160925 0.0562
20160926 1.523
20160927 0.0527
20160928 0.1394
20160929 0.0354
20160930 0.1
20161001 0.0049
20161002 0.0161
20161003 0.6509
20161004 1.5741
20161005 1.9386
20161006 1.5293
20161007 1.8741
20161008 1.9242
20161009 1.856
20161010 0.008
20161011 0.6815
20161012 2.1609
20161013 0.3162
20161014 0.2546
20161015 0.8546
20161016 1.9529
20161017 0.0307
20161018 0.8942
20161019 0.1348
20161020 0.8894
20161021 1.3575
20161022 1.5701
20161023 1.7831
20161024 1.8696
20161025 1.7382
20161026 0.0009
20161027 0.0641
20161028 0.0851
20161029 0.0647
20161030 1.7017
20161031 1.7279
20161101 1.4912
20161102 0.0492
20161103 0.0811
20161104 1.3319
20161105 0.0538
20161106 0.1058
20161107 0.9448
20161108 1.7224
20161109 1.8499
20161110 1.7732
20161111 1.6849
20161112 1.5635
20161113 1.9203
20161114 1.8155
20161115 0.8788
20161116 0.2496
20161117 0.1837
20161118 0.14
20161119 0.1612
20161120 0.0312
20161121 0.4239
20161122 0.119
20161123 1.0608
20161124 1.7144
20161125 1.95
20161126 1.8525
20161127 1.2949
20161128 1.6632
20161129 1.9414
20161130 0.0751
20161201 0.1196
20161202 0.7315
20161203 1.4361
20161204 1.7889
20161205 1.8948
20161206 1.8968
20161207 0.0757
20161208 0.1766
20161209 0.1644
20161210 0.1539
20161211 0.0751
20161212 0.0187
20161213 0.1301
20161214 1.8357
20161215 1.928
20161216 1.9478
20161217 1.9263
20161218 0.0937
20161219 1.8347
20161220 1.9189
20161221 0.1173
20161222 0.1147
20161223 0.2027
20161224 0.2273
20161225 0.2998
20161226 0.2478
20161227 0.1679
20161228 0.0413
20161229 1.8638
20161230 0.1163
20161231 0.1851
20170101 0.1759
20170102 1.5426
20170103 0.2187
20170104 0.4443
20170105 0.7625
20170106 1.4632
20170107 0.0935
20170108 1.9008
20170109 0.1257
20170110 0.1515
20170111 0.1906
20170112 0.1928
20170113 0.3617
20170114 0.5029
20170115 0.0107
20170116 0.8172
20170117 1.8001
20170118 1.9184
20170119 1.9079
20170120 1.8584
20170121 1.5052
20170122 1.7155
20170123 0.0771
20170124 0.3942
20170125 1.8594
20170126 1.6971
20170127 1.7131
20170128 0.0298
20170129 0.1915
20170130 0.0038
20170131 0.7385
20170201 2.4359
20170202 3.4686
20170203 2.8751
20170204 1.8246
20170205 3.6993
20170206 3.5018
20170207 3.502
20170208 4.0121
20170209 4.261
20170210 4.0521
20170211 1.7616
20170212 1.7111
20170213 1.8115
20170214 0.3828
20170215 2.6725
20170216 2.9815
20170217 3.3371
20170218 3.2329
20170219 5.0606
20170220 4.8535
20170221 3.603
20170222 1.8064
20170223 0.3645
20170224 1.4435
20170225 0.5494
20170226 3.0381
20170227 0.4343
20170228 1.0968
20170301 0.997
20170302 1.3
20170303 2.0052
20170304 1.0206
20170305 1.8231
20170306 1.3952
20170307 0.7637
20170308 0.1235
20170309 0.151
20170310 0.0686
20170311 1.6632
20170312 1.5915
20170313 1.4494
20170314 0.1368
20170315 0.098
20170316 0.2226
20170317 0.1169
20170318 1.1591
20170319 0.3294
20170320 0.3024
20170321 0.2291
20170322 0.163
20170323 1.8184
20170324 1.9166
20170325 1.943
20170326 1.8057
20170327 1.6503
20170328 1.6182
20170329 1.6476
20170330 1.6958
20170331 1.6215
20170401 1.4035
20170402 1.2452
20170403 1.6009
20170404 1.8016
20170405 1.3221
20170406 1.5629
20170407 1.8276
20170408 1.8633
20170409 1.881
20170410 1.5117
20170411 1.4835
20170412 1.7015
20170413 0.9743
20170414 1.3421
20170415 1.3261
20170416 1.0635
20170417 1.1454
20170418 1.4428
20170419 1.9319
20170420 1.545
20170421 1.9426
20170422 1.7094
20170423 1.7314
20170424 2.0533
20170425 1.6526
20170426 1.7208
20170427 1.7801
20170428 1.8353
20170429 0.7241
20170430 1.9506
20170501 0.7482
20170502 0.0148
20170503 1.2726
20170504 1.8853
20170505 2.2708
20170506 2.2572
20170507 2.0514
20170508 2.0415
20170509 1.8763
20170510 1.0172
20170511 0.7339
20170512 0.3558
20170513 1.0463
20170514 1.5178
20170515 1.0752
20170516 0.6447
20170517 2.0896
20170518 1.8135
20170519 1.2547
20170520 0.1151
20170521 2.5022
20170522 3.0163
20170523 3.3529
20170524 4.0704
20170525 1.7426
20170526 2.8738
20170527 2.0347
20170528 1.8757
20170529 1.791
20170530 1.608
20170531 1.8393
20170601 2.1379
20170602 1.9682
20170603 1.8125
20170604 1.8432
20170605 1.5728
20170606 1.4061
20170607 1.6536
20170608 1.6971
20170609 0.891
20170610 1.393
20170611 1.2977
20170612 1.1653
20170613 1.0478
20170614 1.4852
20170615 3.2277
20170616 4.2815
20170617 3.6565
20170618 4.6261
20170619 2.9976
20170620 2.6915
20170621 2.9231
20170622 1.9273
20170623 2.7228
20170624 1.476
20170625 1.049
20170626 1.0596
20170627 1.7267
20170628 1.8523
20170629 1.5432
20170630 1.7397
20170701 1.575
20170702 1.339
20170703 1.7038
20170704 1.6619
20170705 1.8908
20170706 0.0529
20170707 1.8657
20170708 1.5958
20170709 1.6549
20170710 1.5764
20170711 1.3636
20170712 0.9381
20170713 1.0197
20170714 1.4437
20170715 1.2551
20170716 1.6112
20170717 1.5907
20170718 1.6872
20170719 0.2106
20170720 1.2769
20170721 1.6718
20170722 0.1804
20170723 0.6001
20170724 1.0261
20170725 1.177
20170726 0.9234
20170727 0.4317
20170728 1.0434
20170729 1.0384
20170730 0.9291
20170731 0.9573
20170801 1.2872
20170802 1.5341
20170803 2.5497
20170804 2.3355
20170805 0.8473
20170806 0.9233
20170807 1.7652
20170808 1.7032
20170809 1.7893
20170810 1.1515
20170811 1.6395
20170812 1.7204
20170813 2.1305
20170814 2.5508
20170815 0.81
20170816 1.5753
20170817 1.6981
20170818 1.4537
20170819 1.6267
20170820 2.3707
20170821 1.8612
20170822 1.3775
20170823 2.8281
20170824 0.7053
20170825 1.1866
20170826 1.412
20170827 1.1344
20170828 0.751
20170829 0.2666
20170830 0.8745
20170831 0.1626
20170901 0.14
20170902 0.1645
20170903 0.2741
20170904 0.8639
20170905 0.9913
20170906 0.2115
20170907 0.1904
20170908 0.1807
20170909 0.2125
20170910 0.9591
20170911 0.2888
20170912 0.2621
20170913 0.3268
20170914 0.2371
20170915 0.3795
20170916 0.5895
20170917 0.6736
20170918 0.6762
20170919 0.7079
20170920 0.9689
20170921 1.3325
20170922 1.4918
20170923 1.4624
20170924 1.5704
20170925 1.4288
20170926 1.583
20170927 1.7467
20170928 1.8599
20170929 1.8722
20170930 1.2071
20171001 1.3599
20171002 1.598
20171003 0.3182
20171004 0.462
20171005 0.3179
20171006 0.3969
20171007 0.3412
20171008 0.3247
20171009 0.2544
20171010 0.2898
20171011 0.1786
20171012 0.253
20171013 0.1795
20171014 0.1766
20171015 0.1402
20171016 0.1916
20171017 0.0822
20171018 1.6068
20171019 1.656
20171020 0.1772
20171021 0.1819
20171022 0.2406
20171023 0.2792
20171024 0.2339
20171025 0.2627
20171026 0.2149
20171027 0.0647
20171028 0.3621
20171029 0.095
20171030 0.8595
20171031 0.1803
20171101 0.2295
20171102 0.1711
20171103 0.0114
20171104 0.1409
20171105 0.1557
20171106 0.0489
20171107 1.6059
20171108 1.6723
20171109 0.1603
20171110 0.236
20171111 0.1387
20171112 0.1168
20171113 0.0685
20171114 0.2142
20171115 0.1806
20171116 0.1914
20171117 0.7341
20171118 0.1481
20171119 0.0401
20171120 0.189
20171121 0.2303
20171122 0.1578
20171123 0.1802
20171124 0.0628
20171125 0.0509
20171126 0.1849
20171127 0.1656
20171128 0.1594
20171129 0.0225
20171130 0.3933
20171201 0.7206
20171202 1.8647
20171203 0.0623
20171204 0.0775
20171205 0.2163
20171206 0.2489
20171207 0.1515
20171208 0.207
20171209 0.2554
20171210 0.0437
20171211 0.3124
20171212 0.0402
20171213 0.1349
20171214 0.2076
20171215 0.0754
20171216 1.1646
20171217 0.0608
20171218 0.749
20171219 0.0046
20171220 1.8638
20171221 0.0819
20171222 0.007
20171223 0.1882
20171224 0.2992
20171225 0.1709
20171226 0.1233
20171227 0.9291
20171228 0.1146
20171229 0.1775
20171230 0.2975
20171231 0.1585
20180101 0.1255
20180102 0.1498
20180103 0.4527
20180104 0.2477
20180105 0.1684
20180106 0.5457
20180107 1.201
20180108 1.4984
20180109 1.6536
20180110 1.423
20180111 1.1533
20180112 1.7318
20180113 1.8201
20180114 1.8843
20180115 0.1359
20180116 0.2592
20180117 0.2742
20180118 0.2726
20180119 0.2042
20180120 0.089
20180121 1.193
20180122 0.0804
20180123 0.1481
20180124 0.1309
20180125 0.1123
20180126 1.3569
20180127 0.1104
20180128 0.1752
20180129 0.3124
20180130 0.0699
20180131 0.1644
20180201 0.1867
20180202 0.4465
20180203 0.0117
20180204 1.6163
20180205 1.8943
20180206 1.9363
20180207 1.9532
20180208 0.0249
20180209 0.0476
20180210 0.0848
20180211 0.2126
20180212 0.177
20180213 0.0212
20180214 1.9442
20180215 0.075
20180216 0.0872
20180217 0.1259
20180218 0.1389
20180219 0.1719
20180220 0.0494
20180221 0.0135
20180222 1.7911
20180223 1.7219
20180224 1.9428
20180225 1.8243
20180226 0.0109
20180227 0.6698
20180228 1.9519
20180301 0.3348
20180302 0.0
20180303 1.2274
20180304 0.0216
20180305 0.1619
20180306 0.2082
20180307 1.8136
20180308 1.3954
20180309 1.5586
20180310 1.1727
20180311 0.5867
20180312 1.2977
20180313 1.466
20180314 1.4511
20180315 0.9535
20180316 0.4647
20180317 1.1728
20180318 1.2301
20180319 0.2407
20180320 2.5607
20180321 2.6098
20180322 1.5014
20180323 1.3586
20180324 2.0572
20180325 2.011
20180326 2.0414
20180327 1.6341
20180328 2.4541
20180329 1.6274
20180330 1.9247
20180331 1.6223
20180401 1.7854
20180402 1.4131
20180403 1.2154
20180404 1.3632
20180405 1.2532
20180406 1.8505
20180407 1.9955
20180408 1.9322
20180409 1.9522
20180410 1.9386
20180411 0.8006
20180412 1.6877
20180413 1.8788
20180414 1.4816
20180415 1.2212
20180416 1.8755
20180417 1.9584
20180418 1.7041
20180419 1.7912
20180420 1.5766
20180421 2.116
20180422 1.9405
20180423 1.8173
20180424 1.7222
20180425 1.6463
20180426 1.6372
20180427 1.5647
20180428 1.8034
20180429 0.4316
20180430 0.3925
20180501 0.4304
20180502 2.6057
20180503 1.3008
20180504 2.1163
20180505 2.0289
20180506 2.2278
20180507 1.6611
20180508 1.9364
20180509 1.894
20180510 1.6315
20180511 1.7562
20180512 2.3855
20180513 1.0449
20180514 1.8289
20180515 1.0977
20180516 1.4531
20180517 1.6602
20180518 1.663
20180519 1.9659
20180520 1.906
20180521 1.7538
20180522 1.2839
20180523 1.9411
20180524 1.715
20180525 1.7335
20180526 1.9099
20180527 1.5709
20180528 1.7043
20180529 1.7594
20180530 1.783
20180531 1.7529
20180601 1.2393
20180602 1.6684
20180603 2.2184
20180604 1.5845
20180605 1.1179
20180606 1.5332
20180607 0.3712
20180608 1.2807
20180609 0.3018
20180610 2.6616
20180611 2.3352
20180612 1.1488
20180613 0.7954
20180614 0.0633
20180615 0.0052
20180616 0.1655
20180617 0.0978
20180618 1.2061
20180619 0.7619
